symbol,year_id,sales,expenses,operating_profit,opm_pct,other_income,interest,depreciation,profit_before_tax,tax_pct,net_profit,eps,dividend_payout_pct,net_profit_margin_pct,expense_ratio_pct,interest_coverage,asset_turnover,return_on_assets
ADANIGREEN,201903,2058,532,1526.0,74.14965986394559,73,1121,1062,-585,-19.0,-475,-3.0,0.0,-23.080660835762874,25.850340136054424,1.3612845673505798,0.14040114613180515,-3.240551234820576
ADANIGREEN,202003,2549,1098,1450.0,56.88505296194586,-111,995,394,-50,23.0,-68,0.0,0.0,-2.6677128285602194,43.0757159670459,1.4572864321608041,0.13835214937038645,-0.36908380373425964
ADANIGREEN,202103,3124,883,2241.0,71.73495518565942,391,1953,486,193,6.0,182,1.0,0.0,5.8258642765685025,28.26504481434059,1.1474654377880185,0.10888052418792694,0.6343231562804963
ADANIGREEN,202203,5133,1621,3512.0,68.42002727449834,507,2617,849,553,12.0,489,3.0,0.0,9.526592635885448,31.579972725501655,1.3419946503630111,0.08706788343454218,0.8294602571496421
ADANIGREEN,202303,7776,2806,4970.0,63.91460905349794,667,2911,1300,1426,32.0,973,6.0,0.0,12.512860082304528,36.08539094650205,1.7073170731707317,0.11621754920862665,1.4542139323558863
ADANIGREEN,202403,9220,1902,7318.0,79.3709327548807,1262,5006,1903,1671,25.0,1260,7.0,0.0,13.665943600867678,20.629067245119305,1.4618457850579305,0.10467043571055559,1.430420271098699
ADANIGREEN,999999,10782,2682,8100.0,75.12520868113522,891,4959,2323,1709,,1928,9.0,0.0,17.881654609534408,24.874791318864776,1.633393829401089,,
ADANIPORTS,201303,3577,1195,2382.0,66.59211629857423,344,542,422,1762,7.0,1639,8.0,12.0,45.820519988817445,33.407883701425774,4.394833948339484,0.17004991680532447,7.791775612075114
ADANIPORTS,201403,4830,1910,2919.0,60.43478260869565,685,977,649,1978,12.0,1741,8.0,12.0,36.04554865424431,39.54451345755693,2.9877175025588536,0.19572881630668235,7.055152571220165
ADANIPORTS,201503,6152,2250,3902.0,63.42652795838751,686,1175,912,2501,7.0,2324,11.0,10.0,37.77633289986996,36.57347204161248,3.3208510638297875,0.19175861853999127,7.243937410385887
ADANIPORTS,201603,7109,2532,4577.0,64.38317625545083,730,1124,1063,3119,9.0,2856,14.0,8.0,40.17442678295119,35.616823744549166,4.072064056939502,0.18520255308063047,7.44040640875342
ADANIPORTS,201703,8439,3021,5418.0,64.20191965872733,1037,1116,1160,4179,7.0,3902,19.0,7.0,46.23770588932338,35.798080341272666,4.854838709677419,0.19458599460444095,8.997209988701607
ADANIPORTS,201803,11323,4166,7157.0,63.20763048662016,844,1579,1188,5234,30.0,3690,18.0,11.0,32.588536606906295,36.792369513379846,4.532615579480684,0.23972646243092752,7.812334596574429
ADANIPORTS,201903,10925,4330,6596.0,60.37528604118994,1289,1385,1373,5126,21.0,4045,19.0,1.0,37.02517162471396,39.63386727688788,4.76245487364621,0.19401182717408677,7.183321198344907
ADANIPORTS,202003,11873,5926,5947.0,50.08843594710688,1928,1951,1680,4244,11.0,3785,19.0,17.0,31.8790533142424,49.91156405289312,3.0481804202972835,0.1917567065587803,6.113022271750893
ADANIPORTS,202103,12550,3862,8688.0,69.22709163346613,1967,2255,2107,6292,20.0,5049,25.0,20.0,40.23107569721115,30.772908366533862,3.852771618625277,0.16827116462417205,6.769729961652946
ADANIPORTS,202203,17119,7591,9528.0,55.65745662713943,1832,2544,3099,5717,13.0,4953,23.0,22.0,28.93276476429698,44.34254337286057,3.7452830188679247,0.1741009681881051,5.037222357822797
ADANIPORTS,202303,20852,9905,10947.0,52.498561289084975,327,2363,3425,5487,2.0,5391,25.0,20.0,25.85363514291195,47.501438710915025,4.632670334320778,0.18524737258246493,4.789317981930119
ADANIPORTS,202403,26711,11121,15589.0,58.36172363445772,671,2733,3888,9639,16.0,8104,38.0,16.0,30.339560480700833,41.63453258956984,5.7039882912550315,0.22830109659056916,6.926554927819896
ADANIPORTS,999999,28443,11278,17165.0,60.348767710860315,1039,2591,4053,11560,,9743,45.0,,34.25447386000071,39.651232289139685,6.624855268236202,,
ADANIPORTS,201303,3577,1195,2382.0,66.59211629857423,344,542,422,1762,7.0,1639,8.0,12.0,45.820519988817445,33.407883701425774,4.394833948339484,0.17004991680532447,7.791775612075114
ADANIPORTS,201403,4830,1910,2919.0,60.43478260869565,685,977,649,1978,12.0,1741,8.0,12.0,36.04554865424431,39.54451345755693,2.9877175025588536,0.19572881630668235,7.055152571220165
ADANIPORTS,201503,6152,2250,3902.0,63.42652795838751,686,1175,912,2501,7.0,2324,11.0,10.0,37.77633289986996,36.57347204161248,3.3208510638297875,0.19175861853999127,7.243937410385887
ADANIPORTS,201603,7109,2532,4577.0,64.38317625545083,730,1124,1063,3119,9.0,2856,14.0,8.0,40.17442678295119,35.616823744549166,4.072064056939502,0.18520255308063047,7.44040640875342
ADANIPORTS,201703,8439,3021,5418.0,64.20191965872733,1037,1116,1160,4179,7.0,3902,19.0,7.0,46.23770588932338,35.798080341272666,4.854838709677419,0.19458599460444095,8.997209988701607
